States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3310.0,2942.0,3064.0,6440.0,8720.0,8680.0,8500.0,5700.0,3558.0,,14797.2,9500.0,7673.6,,9583.0,6675.4,4346.6,,1587.5,1960.0,1780.0,3180.0,2019-06-23,1
Tamil Nadu,2512.0,2690.0,2455.0,10420.0,11940.0,14740.0,7680.0,7700.0,3906.0,,15114.8,,8136.4,,9043.4,6434.8,4249.0,,1540.0,2100.0,1320.0,1420.0,2016-07-23,1
Tamil Nadu,3310.0,2665.0,2453.33,7300.0,5800.0,8000.0,6150.0,5000.0,4040.0,,13756.0,,8647.25,,8791.0,6288.5,4775.0,,1487.5,1420.0,1060.0,6475.0,2017-07-23,1
Tamil Nadu,3150.0,2722.0,2565.0,5380.0,6280.0,6712.5,6740.0,4833.33,3692.0,,13133.0,,9090.4,,9801.8,8061.8,4440.0,,1500.0,2320.0,1800.0,1800.0,2018-07-23,1
Tamil Nadu,3400.0,3012.5,3147.5,6350.0,8450.0,8412.5,8275.0,5800.0,3532.5,,15107.25,,7760.25,,9489.0,6717.75,4366.75,,1630.0,2050.0,1637.5,2925.0,2019-07-23,1
Tamil Nadu,2500.0,2720.0,2502.5,9690.0,10720.0,13220.0,6910.0,7200.0,3942.0,,15346.0,,8247.4,,8979.6,6955.2,4656.0,,1540.0,2060.0,1260.0,660.0,2016-08-23,1
Tamil Nadu,3353.2,2640.0,2525.0,7320.0,6300.0,7840.0,6280.0,4900.0,4076.0,,13962.4,,8425.6,,8804.75,6425.8,5280.0,,1510.0,1440.0,2740.0,4020.0,2017-08-23,1
Tamil Nadu,3162.5,2987.5,2883.33,5880.0,6350.0,6350.0,6887.5,5230.0,3635.0,,13060.5,,8674.5,,9723.75,7551.75,4641.75,,1512.5,2350.0,1700.0,1162.5,2018-08-23,1
Tamil Nadu,3400.0,3083.33,3246.67,6600.0,8666.67,8816.67,8466.67,5933.33,3616.67,,15684.67,,7332.67,,9633.0,6998.0,4383.33,,1606.67,2066.67,2466.67,1233.33,2019-08-23,1
Tamil Nadu,2615.0,2724.0,2527.5,10360.0,10900.0,11500.0,6800.0,6750.0,3860.0,,15093.0,,8489.6,,9087.0,7241.2,4692.0,,1540.0,2060.0,1150.0,1060.0,2016-09-23,1
Tamil Nadu,3340.0,2672.0,2545.0,7540.0,6280.0,8200.0,6440.0,4950.0,4106.0,,13896.6,,8513.6,,8636.8,6551.4,5220.0,,1510.0,1460.0,1880.0,1220.0,2017-09-23,1
Tamil Nadu,3087.5,2850.0,2815.0,5900.0,6287.5,6500.0,6987.5,5287.5,3540.0,,13621.75,,8684.5,,9790.75,7610.5,4475.0,,1512.5,2075.0,1200.0,925.0,2018-09-23,1
Tamil Nadu,3800.0,3040.0,3262.86,6337.14,8592.86,8585.71,8407.14,5842.86,3691.43,3600.0,14973.86,13343.0,7476.43,,9983.71,7093.71,4512.86,,1442.86,1828.57,3700.0,900.0,2019-09-23,1
Tamil Nadu,2813.75,2780.0,2610.0,11950.0,11150.0,11125.0,6975.0,6800.0,3910.0,,15378.0,,8332.0,,9092.5,6906.5,4597.5,,1550.0,2075.0,1175.0,875.0,2016-10-23,1
Tamil Nadu,3330.0,2692.0,2560.0,7340.0,6180.0,7660.0,6410.0,5000.0,4036.0,,13852.6,,8559.6,,8614.8,6736.2,5400.0,,1510.0,1460.0,2940.0,3680.0,2017-10-23,1
Tamil Nadu,3087.5,2875.0,2855.0,5812.5,6237.5,7033.33,6987.5,5275.0,3570.0,,13573.5,,8920.5,,9837.25,7610.5,4500.0,,1537.5,2375.0,1700.0,1000.0,2018-10-23,1
Tamil Nadu,3821.43,3037.14,3277.14,6600.0,8628.57,9528.57,8500.0,5814.29,3644.29,,15189.0,12967.0,7821.14,,9995.71,7203.29,4614.29,,1485.71,2085.71,3542.86,1928.57,2019-10-23,1
Tamil Nadu,2874.0,2724.0,2550.0,12340.0,10100.0,10320.0,6440.0,6500.0,3930.0,,14654.8,,8489.6,,9110.0,6876.8,4572.0,,1540.0,1920.0,1240.0,660.0,2016-11-23,2
Tamil Nadu,3278.0,2692.0,2645.0,6820.0,6120.0,6930.0,6450.0,5000.0,4050.0,,13652.6,,8622.6,,8960.0,7125.8,5080.0,,1510.0,1480.0,3600.0,3280.0,2017-11-23,2
Tamil Nadu,3075.0,2912.5,2860.0,6400.0,6712.5,7787.5,7400.0,5300.0,3477.5,,13437.25,,8492.25,,9882.0,7344.0,4475.0,,1530.0,2375.0,1625.0,1175.0,2018-11-23,2
Tamil Nadu,3893.75,3088.75,3096.25,6562.5,8987.5,11642.86,9087.5,5925.0,3592.5,2800.0,14690.38,12483.5,8221.75,9700.0,10062.13,7814.38,4712.5,36000.0,1506.25,2262.5,5475.0,1675.0,2019-11-23,2
Tamil Nadu,3118.0,2772.0,2627.5,12460.0,8860.0,9510.0,6440.0,6300.0,3910.0,,14378.8,,8379.8,,9132.0,7197.0,4553.0,,1540.0,1480.0,1240.0,580.0,2016-12-23,2
Tamil Nadu,3278.0,2736.0,2505.0,6380.0,6090.0,6680.0,6470.0,4950.0,3776.0,,12995.4,,8563.0,,8905.4,7143.8,4840.0,,1510.0,1300.0,3680.0,660.0,2017-12-23,2
Tamil Nadu,3175.0,3017.5,3180.0,6600.0,7050.0,8075.0,7437.5,5350.0,3412.5,,14497.75,,7853.0,,9489.0,6874.75,4475.0,,1595.0,2050.0,1325.0,1250.0,2018-12-23,2
Tamil Nadu,3961.11,3134.44,3037.78,6333.33,8961.11,11688.89,9011.11,5925.0,3573.33,2800.0,14778.44,12483.5,8354.0,,10092.88,8489.67,4566.67,36000.0,1522.22,2933.33,9144.44,1500.0,2019-12-23,2
Tamil Nadu,2588.75,2737.5,2336.75,6150.0,12750.0,14275.0,9075.0,7050.0,3450.0,,12294.25,,7614.0,,8845.75,5565.5,4123.75,,1525.0,1625.0,1775.0,2050.0,2016-01-24,2
Tamil Nadu,3275.0,2856.0,2632.5,9880.0,7120.0,9450.0,6320.0,5850.0,4160.0,,13998.2,,8578.4,,9132.0,7251.8,4633.0,,1562.5,1460.0,1200.0,1880.0,2017-01-24,2
Tamil Nadu,3322.0,2736.0,2555.0,6160.0,6280.0,6540.0,6650.0,5150.0,3640.0,,12841.4,,8762.6,,8971.2,7006.0,4840.0,,1500.0,1220.0,3620.0,660.0,2018-01-24,2
Tamil Nadu,2980.0,2960.0,2918.0,6380.0,7820.0,7620.0,7530.0,5780.0,3410.0,,13981.2,,8284.0,,9325.0,6935.4,4443.4,,1550.0,1840.0,1200.0,1580.0,2019-01-24,2
Tamil Nadu,2485.0,2750.0,2336.75,5860.0,11720.0,13320.0,8580.0,6250.0,3456.0,,12057.0,,7798.4,,8989.6,6182.0,3764.0,,1530.0,1600.0,1160.0,680.0,2016-02-24,3
Tamil Nadu,3325.0,2820.0,2530.0,7850.0,6700.0,8812.5,6325.0,5400.0,4322.5,,14117.75,,8688.0,,9120.0,7080.25,4500.0,,1562.5,1250.0,1100.0,2233.33,2017-02-24,3
Tamil Nadu,3196.6,2736.0,2505.0,5520.0,6510.0,6700.0,6712.5,5000.0,3724.0,,12818.4,,8742.4,,9076.2,7101.6,4760.0,,1500.0,1380.0,2100.0,580.0,2018-02-24,3
Tamil Nadu,3080.0,2920.0,2940.0,6260.0,8160.0,7700.0,7760.0,5820.0,3466.0,,14046.0,,8220.8,,9579.8,7142.8,4293.4,,1602.0,1720.0,1060.0,880.0,2019-02-24,3
Tamil Nadu,2361.0,2660.0,2324.25,5900.0,11200.0,13150.0,8380.0,6550.0,3502.0,,12277.0,,7964.2,,9000.2,6491.0,3605.0,,1530.0,1500.0,1040.0,780.0,2016-03-24,3
Tamil Nadu,3300.0,2820.0,2600.0,7200.0,6825.0,9100.0,6375.0,5400.0,4285.0,,14084.75,,8701.75,,9065.0,6763.25,4375.0,,1562.5,1375.0,1025.0,1875.0,2017-03-24,3
Tamil Nadu,3000.0,2640.0,2533.33,5362.5,6462.5,6475.0,6700.0,4400.0,3470.0,,12939.0,,9148.0,,9340.0,8117.5,4300.0,,1500.0,1450.0,1300.0,800.0,2018-03-24,3
Tamil Nadu,3080.0,2960.0,2900.0,6230.0,8100.0,7520.0,7610.0,5648.0,3454.0,,13889.2,10000.0,7959.0,,9537.8,6930.8,4326.6,,1584.0,1540.0,1010.0,1460.0,2019-03-24,3
Tamil Nadu,2334.0,2650.0,2372.5,6700.0,13000.0,15960.0,8440.0,7600.0,3938.0,,13542.2,,8083.6,,9000.2,6870.6,3904.0,,1530.0,1880.0,1240.0,1620.0,2016-04-24,3
Tamil Nadu,3100.0,2785.0,2600.0,7750.0,6850.0,9475.0,6775.0,5600.0,4227.5,,14442.75,,8674.25,,9065.0,6473.5,4400.0,,1562.5,1450.0,1000.0,800.0,2017-04-24,3
Tamil Nadu,3080.0,2660.0,2525.0,5160.0,6300.0,6460.0,6660.0,5000.0,3240.0,,13089.0,,9035.2,,9216.0,8107.8,4460.0,,1500.0,2020.0,1080.0,940.0,2018-04-24,3
Tamil Nadu,3070.0,2930.0,2920.0,6300.0,8060.0,7620.0,7840.0,5548.0,3568.0,,13977.2,9750.0,8001.8,,9416.0,6826.2,4186.6,,1594.0,1840.0,1120.0,2920.0,2019-04-24,3
Tamil Nadu,2444.0,2650.0,2412.5,7430.0,12820.0,16000.0,8400.0,7200.0,3916.0,,14192.0,,8231.6,,9088.0,6876.8,4149.0,,1530.0,1980.0,1200.0,4760.0,2016-05-24,3
Tamil Nadu,3125.0,2740.0,2533.33,7525.0,6275.0,8775.0,6625.0,5100.0,4175.0,,14422.75,,8667.0,,8873.5,6565.5,4650.0,,1537.5,1425.0,925.0,950.0,2017-05-24,3
Tamil Nadu,3100.0,2670.0,2525.0,4980.0,6240.0,6530.0,6700.0,4750.0,3008.0,,13330.8,,8933.2,,9216.0,8251.0,4420.0,,1500.0,2080.0,980.0,980.0,2018-05-24,3
Tamil Nadu,3150.0,2942.0,2920.0,6320.0,8630.0,8200.0,8260.0,5588.0,3592.0,,14706.2,9500.0,7590.0,,9542.0,6762.8,4253.4,,1587.5,1900.0,1320.0,3900.0,2019-05-24,3
Tamil Nadu,2522.0,2714.0,2417.5,8300.0,12360.0,15500.0,7960.0,7350.0,3890.0,,14774.6,,8209.8,,9065.0,6667.2,4279.0,,1530.0,2040.0,1320.0,2560.0,2016-06-24,1
Tamil Nadu,3350.0,2775.0,2533.33,7200.0,5800.0,8487.5,6062.5,4800.0,4152.5,,14271.25,,8612.0,,8900.75,6510.5,4750.0,,1512.5,1400.0,975.0,2925.0,2017-06-24,1
Tamil Nadu,3230.0,2708.0,2510.0,4940.0,6320.0,6590.0,6720.0,4800.0,3652.0,,13302.2,,9134.4,,9614.8,8226.8,4400.0,,1500.0,2120.0,1520.0,1560.0,2018-06-24,1
Tamil Nadu,3310.0,2942.0,3064.0,6440.0,8780.0,8700.0,8500.0,5700.0,3558.0,,14797.2,9500.0,7673.6,,9583.0,6704.2,4333.4,,1587.5,1980.0,1800.0,3060.0,2019-06-24,1
Tamil Nadu,2512.0,2690.0,2455.0,10420.0,11940.0,14740.0,7680.0,7700.0,3906.0,,15114.8,,8136.4,,9043.4,6434.8,4249.0,,1540.0,2100.0,1320.0,1420.0,2016-07-24,1
Tamil Nadu,3308.0,2712.0,2600.0,7240.0,5740.0,8040.0,6080.0,5000.0,4064.0,,13896.6,,8557.0,,8791.0,6172.8,4760.0,,1510.0,1500.0,1060.0,6480.0,2017-07-24,1
Tamil Nadu,3150.0,2722.0,2565.0,5380.0,6280.0,6712.5,6740.0,4833.33,3692.0,,13133.0,,9090.4,,9801.8,8061.8,4440.0,,1500.0,2340.0,1900.0,1740.0,2018-07-24,1
Tamil Nadu,3400.0,3012.5,3110.0,6350.0,8425.0,8425.0,8275.0,5800.0,3532.5,,15107.25,,7678.0,,9556.67,6662.75,4291.75,,1605.0,2025.0,1637.5,2925.0,2019-07-24,1
Tamil Nadu,2540.0,2720.0,2527.5,9530.0,10520.0,13000.0,6790.0,7150.0,3950.0,,15357.0,,8441.0,,9045.2,7262.8,4696.0,,1540.0,2000.0,1220.0,640.0,2016-08-24,1
Tamil Nadu,3353.2,2640.0,2525.0,7320.0,6300.0,7880.0,6340.0,4900.0,4076.0,,13962.4,,8425.6,,8804.75,6425.8,5280.0,,1510.0,1440.0,2740.0,3980.0,2017-08-24,1
Tamil Nadu,3162.5,2987.5,2883.33,5880.0,6350.0,6500.0,6887.5,5230.0,3635.0,,13060.5,,8674.5,,9723.75,7551.75,4641.75,,1512.5,2275.0,1687.5,1137.5,2018-08-24,1
Tamil Nadu,3350.0,3012.5,3135.0,6375.0,8550.0,8487.5,8350.0,5800.0,3612.5,,15060.0,,7697.25,,9697.25,6979.25,4412.5,,1630.0,1900.0,2400.0,1300.0,2019-08-24,1
Tamil Nadu,2615.0,2724.0,2527.5,10360.0,10900.0,11420.0,6800.0,6750.0,3870.0,,15056.6,,8489.6,,9073.0,7170.8,4692.0,,1540.0,2060.0,1150.0,1080.0,2016-09-24,1
Tamil Nadu,3340.0,2672.0,2545.0,7540.0,6280.0,8200.0,6440.0,4950.0,4106.0,,13896.6,,8513.6,,8636.8,6551.4,5220.0,,1510.0,1460.0,1980.0,1220.0,2017-09-24,1
Tamil Nadu,3087.5,2850.0,2815.0,5900.0,6287.5,6537.5,7050.0,5287.5,3542.5,,13621.75,,8684.5,,9790.75,7610.5,4475.0,,1512.5,2100.0,1300.0,850.0,2018-09-24,1
Tamil Nadu,3666.67,3050.0,3223.33,6400.0,8550.0,8533.33,8408.33,5900.0,3696.67,3600.0,15052.83,13186.0,7564.17,,10084.33,7076.0,4500.0,,1516.67,1833.33,3966.67,1116.67,2019-09-24,1
Tamil Nadu,2771.0,2664.0,2557.5,12180.0,10420.0,10880.0,6760.0,6600.0,3890.0,,15159.4,,8467.6,,9098.0,6821.8,4658.0,,1540.0,1880.0,1160.0,860.0,2016-10-24,1
Tamil Nadu,3330.0,2692.0,2560.0,7340.0,6180.0,7660.0,6410.0,5000.0,4036.0,,13852.6,,8559.6,,8636.8,6736.2,5400.0,,1510.0,1460.0,3080.0,3600.0,2017-10-24,1
Tamil Nadu,3087.5,2875.0,2880.0,5812.5,6262.5,7033.33,7037.5,5250.0,3570.0,,13573.5,,8950.5,,9837.25,7610.5,4516.75,,1537.5,2350.0,1700.0,1075.0,2018-10-24,1
Tamil Nadu,3925.0,3010.0,3250.0,6533.33,8633.33,9366.67,8466.67,5700.0,3626.67,,14837.33,12967.0,7849.5,,9941.83,7164.83,4650.0,,1466.67,2000.0,3466.67,1950.0,2019-10-24,1
Tamil Nadu,2874.0,2724.0,2550.0,12300.0,10060.0,10280.0,6440.0,6500.0,3930.0,,14720.8,,8489.6,,9110.0,6899.8,4572.0,,1540.0,1900.0,1240.0,600.0,2016-11-24,2
Tamil Nadu,3278.0,2692.0,2645.0,6820.0,6120.0,6930.0,6450.0,5000.0,4050.0,,13652.6,,8622.6,,8960.0,7125.8,5080.0,,1510.0,1480.0,3580.0,3300.0,2017-11-24,2
Tamil Nadu,3075.0,2912.5,2860.0,6400.0,6712.5,7787.5,7400.0,5300.0,3477.5,,13437.25,,8492.25,,9882.0,7344.0,4475.0,,1530.0,2325.0,1625.0,1175.0,2018-11-24,2
Tamil Nadu,3993.75,3120.0,3323.75,6525.0,8987.5,11762.5,9087.5,5985.71,3605.0,,15052.88,12967.0,8203.75,,10077.13,7941.0,4687.5,,1431.25,2387.5,5687.5,1750.0,2019-11-24,2
Tamil Nadu,3118.0,2772.0,2627.5,12460.0,8860.0,9510.0,6440.0,6300.0,3910.0,,14378.8,,8379.8,,9132.0,7197.0,4553.0,,1540.0,1480.0,1240.0,580.0,2016-12-24,2
Tamil Nadu,3278.0,2736.0,2505.0,6380.0,6090.0,6680.0,6470.0,4950.0,3776.0,,12995.4,,8563.0,,8905.4,7143.8,4840.0,,1510.0,1300.0,3680.0,640.0,2017-12-24,2
Tamil Nadu,3100.0,2982.0,3084.0,6480.0,6980.0,7900.0,7350.0,5320.0,3398.0,,14103.6,,8304.2,,9569.2,6873.4,4460.0,,1536.0,1880.0,1300.0,1280.0,2018-12-24,2
Tamil Nadu,3961.11,3134.44,3032.22,6305.56,8977.78,11777.78,9011.11,5962.5,3580.0,2800.0,14765.11,12483.5,8345.56,,10114.75,8508.56,4577.78,36000.0,1522.22,2933.33,8722.22,1500.0,2019-12-24,2
Tamil Nadu,2631.0,2750.0,2336.75,6140.0,12700.0,14180.0,9160.0,7050.0,3440.0,,12178.0,,7797.4,,8856.8,5596.8,4049.0,,1510.0,1600.0,1760.0,1660.0,2016-01-25,2
Tamil Nadu,3302.0,2870.0,2607.5,9820.0,7060.0,9637.5,6320.0,5850.0,4144.0,,13998.2,,8600.4,,9132.0,7262.8,4633.0,,1550.0,1440.0,1200.0,1600.0,2017-01-25,2
Tamil Nadu,3322.0,2736.0,2555.0,6160.0,6280.0,6540.0,6650.0,5150.0,3640.0,,12841.4,,8762.6,,8971.2,7006.0,4840.0,,1500.0,1220.0,3500.0,640.0,2018-01-25,2
Tamil Nadu,2980.0,2960.0,2918.0,6380.0,7820.0,7620.0,7530.0,5780.0,3390.0,,13981.2,,8284.0,,9325.0,6935.4,4443.4,,1550.0,1840.0,1180.0,1580.0,2019-01-25,2
Tamil Nadu,2485.0,2750.0,2336.75,5860.0,11680.0,13320.0,8580.0,6250.0,3456.0,,12057.0,,7798.4,,9011.4,6204.2,3764.0,,1530.0,1560.0,1160.0,700.0,2016-02-25,3
Tamil Nadu,3325.0,2820.0,2530.0,7850.0,6700.0,8812.5,6325.0,5400.0,4322.5,,14117.75,,8688.0,,9120.0,7080.25,4500.0,,1562.5,1275.0,1100.0,2350.0,2017-02-25,3
Tamil Nadu,3162.5,2720.0,2506.67,5400.0,6412.5,6625.0,6712.5,4600.0,3730.0,,12856.5,,8928.0,,9257.75,7252.0,4550.0,,1500.0,1325.0,2000.0,600.0,2018-02-25,3
Tamil Nadu,3080.0,2920.0,2940.0,6260.0,8160.0,7700.0,7760.0,5820.0,3470.0,,14046.0,,8220.8,,9579.8,7132.8,4280.0,,1602.0,1660.0,1060.0,920.0,2019-02-25,3
Tamil Nadu,2361.0,2660.0,2324.25,5900.0,11160.0,13150.0,8380.0,6550.0,3502.0,,12277.0,,7964.2,,9000.2,6491.0,3605.0,,1530.0,1540.0,1100.0,820.0,2016-03-25,3
Tamil Nadu,3266.67,2793.33,2380.0,7133.33,6700.0,8966.67,6266.67,5400.0,4273.33,,13871.33,,9111.67,,9083.33,6783.33,4333.33,,1550.0,1333.33,1000.0,1833.33,2017-03-25,3
Tamil Nadu,3000.0,2640.0,2533.33,5362.5,6462.5,6475.0,6700.0,4400.0,3470.0,,12939.0,,9148.0,,9340.0,8117.5,4300.0,,1500.0,1450.0,1300.0,800.0,2018-03-25,3
Tamil Nadu,3080.0,2960.0,2900.0,6230.0,8100.0,7520.0,7610.0,5648.0,3454.0,,13889.2,10000.0,7959.0,,9537.8,6910.8,4326.6,,1584.0,1600.0,990.0,1520.0,2019-03-25,3
Tamil Nadu,2292.5,2612.5,2372.5,6925.0,13125.0,16325.0,8600.0,7650.0,3945.0,,13764.5,,7875.75,,8970.25,6865.75,3968.75,,1525.0,1800.0,1200.0,1575.0,2016-04-25,3
Tamil Nadu,3100.0,2660.0,2525.0,5160.0,6300.0,6480.0,6660.0,5000.0,3186.0,,13111.2,,9035.2,,9216.0,8085.8,4460.0,,1500.0,2020.0,1020.0,920.0,2018-04-25,3
Tamil Nadu,3090.0,2930.0,2920.0,6300.0,8000.0,7600.0,7840.0,5548.0,3568.0,,13992.8,9750.0,7939.75,,9542.0,6826.2,4186.6,,1594.0,1840.0,1120.0,2760.0,2019-04-25,3
Tamil Nadu,2464.0,2650.0,2387.5,7440.0,12600.0,15880.0,8340.0,7250.0,3894.0,,13894.0,,8231.6,,9088.0,6865.6,4189.0,,1530.0,2020.0,1240.0,4900.0,2016-05-25,3
Tamil Nadu,3125.0,2740.0,2533.33,7525.0,6275.0,8775.0,6675.0,5100.0,4175.0,,14422.75,,8667.0,,8873.5,6593.0,4650.0,,1537.5,1425.0,925.0,975.0,2017-05-25,3
Tamil Nadu,3100.0,2670.0,2525.0,4980.0,6240.0,6530.0,6700.0,4750.0,3008.0,,13330.8,,8933.2,,9216.0,8251.0,4420.0,,1500.0,2040.0,980.0,1000.0,2018-05-25,3
Tamil Nadu,3150.0,2942.0,2920.0,6320.0,8630.0,8200.0,8260.0,5588.0,3592.0,,14706.2,9500.0,7590.0,,9542.0,6762.8,4253.4,,1587.5,1880.0,1320.0,3940.0,2019-05-25,3
Tamil Nadu,2522.0,2714.0,2417.5,8300.0,12360.0,15500.0,7960.0,7350.0,3890.0,,14774.6,,8209.8,,9065.0,6667.2,4279.0,,1530.0,2040.0,1340.0,2560.0,2016-06-25,1
Tamil Nadu,3350.0,2775.0,2533.33,7200.0,5800.0,8487.5,6062.5,4800.0,4152.5,,14271.25,,8612.0,,8900.75,6510.5,4750.0,,1512.5,1400.0,975.0,2925.0,2017-06-25,1
Tamil Nadu,3230.0,2708.0,2510.0,4920.0,6320.0,6590.0,6720.0,4800.0,3644.0,,13302.2,,9090.4,,9691.8,8215.8,4380.0,,1500.0,2040.0,1380.0,1380.0,2018-06-25,1
Tamil Nadu,3362.5,2877.5,3032.5,6300.0,8825.0,8625.0,8475.0,5600.0,3547.5,,14221.5,9500.0,7763.25,,9522.5,6680.25,4466.75,,1583.33,1950.0,1750.0,3075.0,2019-06-25,1
Tamil Nadu,2512.0,2690.0,2455.0,10360.0,11960.0,14640.0,7640.0,7600.0,3916.0,,15114.8,,8136.4,,9043.4,6434.8,4249.0,,1540.0,2080.0,1280.0,1000.0,2016-07-25,1
Tamil Nadu,3313.2,2752.0,2675.0,7180.0,5740.0,7980.0,6080.0,5000.0,4064.0,,13896.6,,8445.6,,8791.0,6150.8,4760.0,,1510.0,1500.0,1060.0,6380.0,2017-07-25,1
Tamil Nadu,3150.0,2734.0,2590.0,5460.0,6320.0,6590.0,6760.0,4900.0,3712.0,,13177.0,,9090.4,,9845.8,8061.8,4440.0,,1500.0,2480.0,1980.0,1560.0,2018-07-25,1
Tamil Nadu,3390.0,2950.0,3018.0,6220.0,8290.0,8260.0,8150.0,5720.0,3512.0,,15107.25,,7900.4,,9580.0,6604.2,4323.4,,1594.0,1760.0,1540.0,2660.0,2019-07-25,1
Tamil Nadu,2540.0,2720.0,2527.5,9530.0,10520.0,13000.0,6790.0,7150.0,3950.0,,15357.0,,8441.0,,9045.2,7262.8,4696.0,,1540.0,2000.0,1220.0,640.0,2016-08-25,1
Tamil Nadu,3353.2,2640.0,2525.0,7320.0,6300.0,7880.0,6340.0,4900.0,4076.0,,13962.4,,8425.6,,8804.75,6425.8,5280.0,,1510.0,1440.0,2740.0,3980.0,2017-08-25,1
Tamil Nadu,3162.5,2987.5,2883.33,5880.0,6350.0,6500.0,6887.5,5230.0,3635.0,,13035.5,,8674.5,,9723.75,7551.75,4641.75,,1512.5,2275.0,1575.0,1125.0,2018-08-25,1
Tamil Nadu,3200.0,3000.0,2896.67,6400.0,8566.67,8483.33,8366.67,5766.67,3616.67,,14758.0,,7693.0,,9703.0,7108.0,4500.0,,1633.33,1800.0,2400.0,1400.0,2019-08-25,1
Tamil Nadu,2615.0,2724.0,2527.5,10360.0,10900.0,11420.0,6800.0,6750.0,3870.0,,15056.6,,8489.6,,9073.0,7150.8,4692.0,,1540.0,2060.0,1220.0,1120.0,2016-09-25,1
Tamil Nadu,3325.0,2715.0,2526.67,7625.0,6400.0,8300.0,6525.0,5200.0,4117.5,,14120.75,,8667.0,,8846.0,6689.25,5275.0,,1512.5,1350.0,1875.0,1225.0,2017-09-25,1
Tamil Nadu,3087.5,2850.0,2815.0,5900.0,6287.5,6537.5,7000.0,5287.5,3547.5,,13621.75,,8729.5,,9790.75,7610.5,4441.75,,1512.5,2150.0,1250.0,775.0,2018-09-25,1
Tamil Nadu,3800.0,3085.71,3262.86,6322.86,8600.0,8671.43,8450.0,5857.14,3790.0,3600.0,14895.29,13343.0,7617.71,,9983.71,7076.0,4470.0,,1442.86,1785.71,3971.43,1200.0,2019-09-25,1
Tamil Nadu,2771.0,2664.0,2557.5,12280.0,10420.0,10880.0,6760.0,6600.0,3890.0,,15159.4,,8445.6,,9098.0,6821.8,4698.0,,1540.0,1880.0,1160.0,860.0,2016-10-25,1
Tamil Nadu,3330.0,2692.0,2560.0,7340.0,6180.0,7620.0,6390.0,5000.0,4024.0,,13852.6,,8526.8,,8614.8,6736.2,5400.0,,1510.0,1440.0,3140.0,3600.0,2017-10-25,1
Tamil Nadu,3087.5,2875.0,2880.0,5812.5,6262.5,7033.33,7037.5,5250.0,3570.0,,13573.5,,8950.5,,9837.25,7610.5,4525.0,,1537.5,2475.0,1725.0,1100.0,2018-10-25,1
Tamil Nadu,3821.43,3037.14,3191.43,6600.0,8628.57,9542.86,8485.71,5814.29,3644.29,,15189.0,12967.0,7821.14,,9995.71,7203.29,4614.29,,1485.71,2100.0,3485.71,2200.0,2019-10-25,1
Tamil Nadu,2874.0,2724.0,2550.0,12300.0,10060.0,10280.0,6440.0,6500.0,3930.0,,14720.8,,8489.6,,9110.0,6899.8,4572.0,,1540.0,1900.0,1280.0,600.0,2016-11-25,2
Tamil Nadu,3278.0,2692.0,2645.0,6820.0,6120.0,6930.0,6450.0,5000.0,4050.0,,13652.6,,8622.6,,8960.0,7125.8,5080.0,,1510.0,1480.0,3660.0,2975.0,2017-11-25,2
Tamil Nadu,2916.67,2916.67,2723.33,6366.67,6566.67,7700.0,7400.0,5333.33,3466.67,,12971.33,,8392.67,,9769.67,7209.67,4500.0,,1506.67,2100.0,1500.0,1233.33,2018-11-25,2
Tamil Nadu,3927.78,3090.0,3252.22,6511.11,9011.11,11887.5,9055.56,5925.0,3593.33,2800.0,14713.67,12483.5,8217.78,9700.0,10068.56,7913.33,4688.89,36000.0,1450.0,2355.56,6775.0,1888.89,2019-11-25,2
Tamil Nadu,3118.0,2772.0,2627.5,12460.0,8840.0,9510.0,6440.0,6300.0,3910.0,,14378.8,,8379.8,,9132.0,7197.0,4553.0,,1540.0,1480.0,1240.0,580.0,2016-12-25,2
Tamil Nadu,3235.0,2720.0,2506.67,6350.0,5987.5,6600.0,6387.5,4700.0,3770.0,,12994.25,,8717.33,,9106.75,7279.75,4750.0,,1512.5,1175.0,3675.0,675.0,2017-12-25,2
Tamil Nadu,3100.0,2982.0,3084.0,6480.0,6980.0,7900.0,7350.0,5320.0,3398.0,,14103.6,,8304.2,,9569.2,6873.4,4460.0,,1536.0,1880.0,1300.0,1280.0,2018-12-25,2
Tamil Nadu,3956.25,3138.75,2998.75,6268.75,8912.5,11600.0,9012.5,5962.5,3577.5,2800.0,14748.25,12483.5,8264.38,,10099.86,8456.75,4575.0,36000.0,1506.25,2837.5,8687.5,1462.5,2019-12-25,2
Tamil Nadu,2688.75,2812.5,2382.33,6250.0,13200.0,14200.0,9500.0,7800.0,3450.0,,12187.0,,7576.5,,8900.75,5705.0,3811.25,,1512.5,1750.0,1900.0,1375.0,2016-01-26,2
Tamil Nadu,3302.0,2870.0,2470.0,9820.0,7060.0,9637.5,6320.0,5850.0,4144.0,,13998.2,,8600.4,,9132.0,7262.8,4633.0,,1550.0,1440.0,1200.0,1600.0,2017-01-26,2
